,Currency,Name,Units per CHF,CHF per unit,Date
1,EUR,Euro,1.0337653277202783,0.9673375312415052,2022-08-12
1,EUR,Euro,1.035557220047428,0.9656636838997662,2022-08-13
1,EUR,Euro,1.035636072637106,0.9655901589577084,2022-08-14
1,EUR,Euro,1.0389809843192506,0.9624815228502076,2022-08-15
1,EUR,Euro,1.0339031956210412,0.9672085396731206,2022-08-16
1,EUR,Euro,1.0316963243712425,0.9692774670002248,2022-08-17
1,EUR,Euro,1.0357624301350428,0.9654723621029776,2022-08-18
1,EUR,Euro,1.038609256278543,0.9628260040576913,2022-08-19
1,EUR,Euro,1.038641797200902,0.962795838464194,2022-08-20
1,EUR,Euro,1.0381554025621027,0.9632469257801504,2022-08-21
1,EUR,Euro,1.0428503589298987,0.9589103474309882,2022-08-22
1,EUR,Euro,1.0409220000054382,0.960686775757238,2022-08-23
1,EUR,Euro,1.038324757009381,0.9630898167931916,2022-08-24
1,EUR,Euro,1.040738927922251,0.9608557661972126,2022-08-25
1,EUR,Euro,1.037261147478996,0.9640773709016702,2022-08-26
1,EUR,Euro,1.0379918276063398,0.9633987218435518,2022-08-27
1,EUR,Euro,1.03920988448866,0.9622695231503182,2022-08-28
1,EUR,Euro,1.0322260928502602,0.9687800055884316,2022-08-29
1,EUR,Euro,1.0243829829903623,0.9761973955100426,2022-08-30
1,EUR,Euro,1.019208270768743,0.9811537334226546,2022-08-31
1,EUR,Euro,1.0218770752165829,0.978591284854936,2022-09-01
1,EUR,Euro,1.0171189431701793,0.9831691826357865,2022-09-02
1,EUR,Euro,1.023992525559368,0.976569628234091,2022-09-03
1,EUR,Euro,1.0240116709269291,0.9765513698635936,2022-09-04
1,EUR,Euro,1.027525816011826,0.9732115577215736,2022-09-05
1,EUR,Euro,1.0251713950249042,0.9754466471196334,2022-09-06
1,EUR,Euro,1.025688671053825,0.9749547091834094,2022-09-07
1,EUR,Euro,1.032673712822563,0.9683600808107556,2022-09-08
1,EUR,Euro,1.0361763929615038,0.965086646243592,2022-09-09
1,EUR,Euro,1.0309180330923964,0.9700092227510532,2022-09-10
1,EUR,Euro,1.033029204738494,0.9680268432034744,2022-09-11
1,EUR,Euro,1.0374019058977848,0.963946561419302,2022-09-12
1,EUR,Euro,1.0406665927215892,0.9609225538649834,2022-09-13
1,EUR,Euro,1.0412408133479096,0.9603926269319892,2022-09-14
1,EUR,Euro,1.0420072705892636,0.9596862020305212,2022-09-15
1,EUR,Euro,1.0354765807168071,0.96573888644372,2022-09-16
1,EUR,Euro,1.034823421538534,0.9663484408897898,2022-09-17
1,EUR,Euro,1.03484046049095,0.9663325296786124,2022-09-18
1,EUR,Euro,1.0347777998905243,0.9663910456001242,2022-09-19
1,EUR,Euro,1.0389224087447757,0.962535788604462,2022-09-20
1,EUR,Euro,1.0485781366126012,0.9536723731723692,2022-09-21
1,EUR,Euro,1.0361908241167792,0.9650732053648252,2022-09-22
1,EUR,Euro,1.0483678783721495,0.9538636395009996,2022-09-23
1,EUR,Euro,1.0510057566608388,0.95146957441709,2022-09-24
1,EUR,Euro,1.0511222737928891,0.9513641038083812,2022-09-25
1,EUR,Euro,1.0471995506372158,0.9549278352836428,2022-09-26
1,EUR,Euro,1.0507681849981645,0.9516846953276824,2022-09-27
1,EUR,Euro,1.0583233920584962,0.9448907654350772,2022-09-28
1,EUR,Euro,1.044253920241178,0.9576214947500916,2022-09-29
1,EUR,Euro,1.0379214324392352,0.9634640626409308,2022-09-30
1,EUR,Euro,1.0333524883561274,0.9677239966691472,2022-10-01
1,EUR,Euro,1.0318893804628884,0.9690961249658532,2022-10-02
1,EUR,Euro,1.0267730412140514,0.973925064118946,2022-10-03
1,EUR,Euro,1.0219552162878704,0.9785164594906418,2022-10-04
1,EUR,Euro,1.029874165079106,0.9709924123819424,2022-10-05
1,EUR,Euro,1.0298418565572978,0.9710228746605256,2022-10-06
1,EUR,Euro,1.030672707382608,0.9702401090444108,2022-10-07
1,EUR,Euro,1.032264569699909,0.96874389507596,2022-10-08
1,EUR,Euro,1.031503425833008,0.9694587288378932,2022-10-09
1,EUR,Euro,1.0307262645340205,0.9701896947897106,2022-10-10
1,EUR,Euro,1.031102046762714,0.9698361118956528,2022-10-11
1,EUR,Euro,1.0338508655939995,0.9672574964914782,2022-10-12
1,EUR,Euro,1.023950562171813,0.9766096498633552,2022-10-13
1,EUR,Euro,1.021897131716191,0.9785720783075138,2022-10-14
1,EUR,Euro,1.0229037171574806,0.9776091172870824,2022-10-15
1,EUR,Euro,1.022571894782374,0.9779263493378352,2022-10-16
1,EUR,Euro,1.0208276443320676,0.9795972959316798,2022-10-17
1,EUR,Euro,1.0197701585570806,0.9806131230736794,2022-10-18
1,EUR,Euro,1.018174865921846,0.9821495633705408,2022-10-19
1,EUR,Euro,1.0175848290862453,0.9827190534060576,2022-10-20
1,EUR,Euro,1.0163445700435685,0.983918278775408,2022-10-21
1,EUR,Euro,1.0164573462231612,0.9838091128129364,2022-10-22
1,EUR,Euro,1.0165352599739126,0.9837337074029908,2022-10-23
1,EUR,Euro,1.0119065172632422,0.9882335798217368,2022-10-24
1,EUR,Euro,1.0079361819641954,0.9921263051111728,2022-10-25
1,EUR,Euro,1.006845624041821,0.9932009199043436,2022-10-26
1,EUR,Euro,1.0117630454102668,0.9883737151068837,2022-10-27
1,EUR,Euro,1.009856877464534,0.9902393322415332,2022-10-28
1,EUR,Euro,1.0075945860147075,0.9924626569851412,2022-10-29
1,EUR,Euro,1.0086239567246604,0.9914497800025835,2022-10-30
1,EUR,Euro,1.011370752195868,0.9887570881685276,2022-10-31
1,EUR,Euro,1.0133616196371884,0.9868145592074308,2022-11-01
1,EUR,Euro,1.013758053489209,0.9864286617089196,2022-11-02
1,EUR,Euro,1.0112747008348049,0.9888510007958295,2022-11-03
1,EUR,Euro,1.012576208239517,0.9875799884125438,2022-11-04
1,EUR,Euro,1.007179351610603,0.9928718240707356,2022-11-05
1,EUR,Euro,1.005707622450853,0.9943247696214692,2022-11-06
1,EUR,Euro,1.009788963887033,0.9903059310042844,2022-11-07
1,EUR,Euro,1.0071213231389404,0.9929290315125636,2022-11-08
1,EUR,Euro,1.0129087470111429,0.9872557650931209,2022-11-09
1,EUR,Euro,1.0159568713829927,0.9842937512088766,2022-11-10
1,EUR,Euro,1.0242306199442262,0.9763426132040988,2022-11-11
1,EUR,Euro,1.0242881195740137,0.97628780505224,2022-11-12
1,EUR,Euro,1.026499240850714,0.9741848412583796,2022-11-13
1,EUR,Euro,1.02665033630256,0.974041467323198,2022-11-14
1,EUR,Euro,1.0208395446326015,0.9795858764071468,2022-11-15
1,EUR,Euro,1.0185158320226142,0.9818207715182544,2022-11-16
1,EUR,Euro,1.013738113542907,0.9864480644859112,2022-11-17
1,EUR,Euro,1.0147544746944146,0.9854600545625996,2022-11-18
1,EUR,Euro,1.0140715319472462,0.986123728451162,2022-11-19
1,EUR,Euro,1.0155976210830076,0.9846419282999356,2022-11-20
1,EUR,Euro,1.019035942681252,0.9813196552899154,2022-11-21
1,EUR,Euro,1.0209134488917817,0.9795149638644848,2022-11-22
1,EUR,Euro,1.0229594740458845,0.977555832241254,2022-11-23
1,EUR,Euro,1.018178866569248,0.9821457042901496,2022-11-24
1,EUR,Euro,1.0163819387451734,0.9838821036456056,2022-11-25
1,EUR,Euro,1.0152595068778432,0.9849698458625916,2022-11-26
1,EUR,Euro,1.0176216407701266,0.9826835042965568,2022-11-27
1,EUR,Euro,1.017524161343229,0.9827776459675456,2022-11-28
1,EUR,Euro,1.0157318719049475,0.984511786682992,2022-11-29
1,EUR,Euro,1.0211008117942542,0.9793352315946392,2022-11-30
1,EUR,Euro,1.0157277204331994,0.9845158105693012,2022-12-01
1,EUR,Euro,1.014546528025215,0.98566203951875,2022-12-02
1,EUR,Euro,1.013985971003505,0.986206938356688,2022-12-03
1,EUR,Euro,1.0148303686005682,0.9853863571100864,2022-12-04
1,EUR,Euro,1.0114723638382312,0.9886577584831908,2022-12-05
1,EUR,Euro,1.0124793405126935,0.9876744739242044,2022-12-06
1,EUR,Euro,1.012575344650489,0.9875808306839332,2022-12-07
1,EUR,Euro,1.0127249207361138,0.9874349682963618,2022-12-08
1,EUR,Euro,1.0170155896884747,0.9832690965005888,2022-12-09
1,EUR,Euro,1.0145458665746854,0.9856626821379744,2022-12-10
1,EUR,Euro,1.0189193653981954,0.9814319306898228,2022-12-11
1,EUR,Euro,1.013580461943771,0.9866014959308436,2022-12-12
1,EUR,Euro,1.0150440977168322,0.985178872769497,2022-12-13
1,EUR,Euro,1.0162576073847984,0.9840024741102452,2022-12-14
1,EUR,Euro,1.0120224441907242,0.9881203779029444,2022-12-15
1,EUR,Euro,1.010676968692644,0.989435824676548,2022-12-16
1,EUR,Euro,1.0126586391385797,0.9874995989276824,2022-12-17
1,EUR,Euro,1.014368064035278,0.9858354530818724,2022-12-18
1,EUR,Euro,1.0115744391758683,0.9885579956080166,2022-12-19
1,EUR,Euro,1.015409873184837,0.9848239872471362,2022-12-20
1,EUR,Euro,1.017095460550369,0.9831918819683666,2022-12-21
1,EUR,Euro,1.0143585266908013,0.9858447222426928,2022-12-22
1,EUR,Euro,1.0089001524234174,0.9911783615038228,2022-12-23
1,EUR,Euro,1.0052275326616438,0.9947996523256756,2022-12-24
1,EUR,Euro,1.00901678388196,0.9910637919745298,2022-12-25
1,EUR,Euro,1.0086947940832445,0.9913801537053172,2022-12-26
1,EUR,Euro,1.010730158108276,0.9893837558697576,2022-12-27
1,EUR,Euro,1.0148989807873363,0.9853197401225312,2022-12-28
1,EUR,Euro,1.015196624759064,0.9850308557096802,2022-12-29
1,EUR,Euro,1.0116656863030695,0.9884688326776212,2022-12-30
1,EUR,Euro,1.0079476941765098,0.9921149736018764,2022-12-31
1,EUR,Euro,1.0106027691510595,0.9895084701183174,2023-01-01
1,EUR,Euro,1.014094343857778,0.9861015457357146,2023-01-02
1,EUR,Euro,1.010894378467508,0.9892230299232412,2023-01-03
1,EUR,Euro,1.01558689005631,0.9846523323519412,2023-01-04
1,EUR,Euro,1.0149033462637091,0.9853155018962398,2023-01-05
1,EUR,Euro,1.013246063465594,0.9869271009844456,2023-01-06
1,EUR,Euro,1.011990461560631,0.988151606150378,2023-01-07
1,EUR,Euro,1.0119422381360783,0.988198695848416,2023-01-08
1,EUR,Euro,1.012719354746435,0.9874403953209528,2023-01-09
1,EUR,Euro,1.0097525280264887,0.9903416651547786,2023-01-10
1,EUR,Euro,1.0012596371124762,0.9987419475770452,2023-01-11
1,EUR,Euro,0.994413916471386,1.0056174631469716,2023-01-12
1,EUR,Euro,0.9964150817833451,1.0035978160931072,2023-01-13
1,EUR,Euro,0.995128369749493,1.004895479215142,2023-01-14
1,EUR,Euro,0.99533194434048,1.004689948600628,2023-01-15
1,EUR,Euro,0.9978330459673213,1.0021716599199,2023-01-16
1,EUR,Euro,1.0054081498661516,0.9946209408916452,2023-01-17
1,EUR,Euro,1.0105250148866889,0.989584607276774,2023-01-18
1,EUR,Euro,1.0097188865877436,0.9903746609904588,2023-01-19
1,EUR,Euro,1.0010880969534326,0.99891308571469,2023-01-20
1,EUR,Euro,1.0000272337897138,0.9999727669519454,2023-01-21
1,EUR,Euro,1.0010723753454154,0.9989287734115676,2023-01-22
1,EUR,Euro,0.9969974423646116,1.0030116001383784,2023-01-23
1,EUR,Euro,0.9964700710958854,1.0035424334423135,2023-01-24
1,EUR,Euro,0.9972056639245118,1.0028021662697852,2023-01-25
1,EUR,Euro,0.9993095909969676,1.0006908859969448,2023-01-26
1,EUR,Euro,0.9991034773997404,1.0008973270742616,2023-01-27
1,EUR,Euro,0.9976757142710238,1.0023297006188774,2023-01-28
1,EUR,Euro,0.9990345143439832,1.0009664187194285,2023-01-29
1,EUR,Euro,0.996762965338197,1.0032475470842803,2023-01-30
1,EUR,Euro,1.0024385459471448,0.9975673860936376,2023-01-31
1,EUR,Euro,1.0012659609845658,0.9987356396463124,2023-02-01
1,EUR,Euro,1.004418593928991,0.9956008441543216,2023-02-02
1,EUR,Euro,0.9984787275240286,1.0015235902719168,2023-02-03
1,EUR,Euro,0.9979217584435164,1.0020825696392524,2023-02-04
1,EUR,Euro,1.0000538046643344,0.9999461982304518,2023-02-05
1,EUR,Euro,1.005192182685016,0.9948346368242272,2023-02-06
1,EUR,Euro,1.010970670353748,0.9891483792008434,2023-02-07
1,EUR,Euro,1.0126914290115148,0.98746762473945,2023-02-08
1,EUR,Euro,1.0109770560074265,0.9891421314240532,2023-02-09
1,EUR,Euro,1.013502743485485,0.986677151520036,2023-02-10
1,EUR,Euro,1.0124998123565394,0.9876545040265768,2023-02-11
1,EUR,Euro,1.013543003863591,0.9866379583185266,2023-02-12
1,EUR,Euro,1.013362070332624,0.98681412031907,2023-02-13
1,EUR,Euro,1.0109928602074092,0.9891266688024344,2023-02-14
